id,recetteid,unit,quantite,ingredient,unit_en,quantite_en,ingredient_en
15634,1741,,1.0,llait,,1.0,milk
15635,1741,,6.0,oeufs,,6.0,eggs
15636,1741,g,125.0,fruit confit,g,125.0,candied fruit
15637,1741,g,75.0,raisins secs,g,75.0,raisins
15638,1741,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
15639,1742,,1.0,cuillû´re û  cafûˋ levure chimique,,1.0,teaspoon of coffee baking powder
15640,1742,,0.5,cuillû´re û  cafûˋ sel,,0.5,teaspoon of salt
15641,1742,g,200.0,farine,g,200.0,flour
15642,1742,,1.0,cuillû´re û  cafûˋ extrait de vanille,,1.0,teaspoon of coffee vanilla extract
15643,1742,g,200.0,sucre roux,g,200.0,brown sugar
15644,1742,g,100.0,beurre tendre,g,100.0,soft butter
15645,1742,g,100.0,chocolat noir,g,100.0,dark chocolate
15646,1742,,1.0,oeuf,,1.0,egg
15647,1742,,1.0,cuillû´re cafûˋ,,1.0,coffee spoon
15648,1742,g,100.0,farine,g,100.0,flour
15649,1742,g,100.0,sucre,g,100.0,sugar
15650,1742,g,100.0,beurre,g,100.0,butter
15651,1742,g,100.0,chocolat noir,g,100.0,dark chocolate
15652,1742,,2.0,oeufs,,2.0,eggs
15653,1743,cuillères à soupe,2.0,farine,tablespoons,2.0,flour
15654,1743,g,100.0,beurre,g,100.0,butter
15655,1743,g,100.0,sucre en poudre,g,100.0,Powdered sugar
15656,1743,g,150.0,chocolat noir,g,150.0,dark chocolate
15657,1743,cuillère à soupe,1.0,café,tablespoon,1.0,coffee
15658,1743,,4.0,oeufs,,4.0,eggs
15659,1743,,,oeuf,,,egg
15660,1744,paquet,1.0,levure,pack,1.0,yeast
15661,1744,cl,10.0,huile,cl,10.0,oil
15662,1744,cuillère à café,1.0,sel,teaspoon,1.0,salt
15663,1744,g,50.0,sucre,g,50.0,sugar
15664,1744,g,500.0,farine,g,500.0,flour
15665,1744,,25.0,cllait,,25.0,clait
15666,1744,,1.0,oeuf,,1.0,egg
15667,1745,g,260.0,beurre,g,260.0,butter
15668,1745,g,55.0,fécule de maïs,g,55.0,cornstarch
15669,1745,g,120.0,sucre en poudre,g,120.0,Powdered sugar
15670,1745,,50.0,cllait entier,,50.0,whole milk
15671,1745,,4.0,jaunes d'oeuf,,4.0,egg yolks
15672,1745,gousse,1.0,de vanille,pod,1.0,vanilla
15673,1746,,1.0,pâte feuilletée,,1.0,puff pastry
15674,1746,kg,1.0,pomme,kg,1.0,apple
15675,1746,g,200.0,compote,g,200.0,compote
15676,1746,,2.0,cassonade,,2.0,brown sugar
15677,1746,,,cannelle,,,cinnamon
15678,1747,g,20.0,beurre,g,20.0,butter
15679,1747,g,100.0,sucre,g,100.0,sugar
15680,1747,g,30.0,maïzena,g,30.0,cornflour
15681,1747,,3.0,oeufs,,3.0,eggs
15682,1747,verre,1.0,grand eau,glass,1.0,big water
15683,1747,,2.0,citrons,,2.0,lemons
15684,1748,g,150.0,sucre en poudre,g,150.0,Powdered sugar
15685,1748,g,125.0,beurre,g,125.0,butter
15686,1748,g,150.0,farine,g,150.0,flour
15687,1748,g,800.0,fruits rouges,g,800.0,red fruits
15688,1749,,,cerises,,,cherries
15689,1750,,,sucre en poudre,,,Powdered sugar
15690,1750,g,25.0,beurre,g,25.0,butter
15691,1750,cl,10.0,cognac,cl,10.0,cognac
15692,1750,morceaux,8.0,sucre,pieces,8.0,sugar
15693,1750,,1.0,orange,,1.0,orange
15694,1750,,8.0,crêpes,,8.0,crepes
15695,1750,cl,20.0,grand-marnier,cl,20.0,grand marnier
15696,1751,cuillère,6.0,biscuits à la,spoon,6.0,biscuits
15697,1751,g,150.0,sucre glace,g,150.0,icing sugar
15698,1751,,1.0,lglace vanille,,1.0,vanilla ice cream
15699,1751,blancs,3.0,d'oeuf,whites,3.0,egg
15700,1752,g,500.0,figue,g,500.0,fig
15701,1752,g,25.0,huile d'olive,g,25.0,olive oil
15702,1752,,1.0,demilevure chimique,,1.0,half baking powder
15703,1752,pincée,1.0,sel,pinch,1.0,salt
15704,1752,g,125.0,farine,g,125.0,flour
15705,1752,g,100.0,cassonade,g,100.0,brown sugar
15706,1752,,2.0,oeufs,,2.0,eggs
15707,1752,g,50.0,lait,g,50.0,milk
15708,1752,,,cannelle,,,cinnamon
15709,1753,,,sucre,,,sugar
15710,1753,pincée,1.0,sel,pinch,1.0,salt
15711,1753,sachet,1.0,levure chimique,bag,1.0,baking powder
15712,1753,g,550.0,farine,g,550.0,flour
15713,1753,verre,1.0,huile d'olive,glass,1.0,olive oil
15714,1753,verre,1.0,sucre,glass,1.0,sugar
15715,1753,verre,1.0,muscat,glass,1.0,muscat
15716,1753,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
15717,1754,g,60.0,beurre,g,60.0,butter
15718,1754,g,150.0,farine,g,150.0,flour
15719,1754,g,180.0,sucre en poudre,g,180.0,Powdered sugar
15720,1754,g,700.0,courgette,g,700.0,zucchini
15721,1754,,15.0,cllait,,15.0,clait
15722,1754,,3.0,oeufs,,3.0,eggs
15723,1754,sachets,2.0,sucre vanillé,bags,2.0,vanilla sugar
15724,1755,,0.5,cube levure de boulanger,,0.5,baker's yeast cube
15725,1755,g,50.0,beurre,g,50.0,butter
15726,1755,cuillère à café,1.0,sucre,teaspoon,1.0,sugar
15727,1755,g,60.0,sucre,g,60.0,sugar
15728,1755,g,350.0,farine,g,350.0,flour
15729,1755,,25.0,cllait,,25.0,clait
15730,1755,,1.0,oeuf,,1.0,egg
15731,1755,g,50.0,sucre,g,50.0,sugar
15732,1755,sachet,1.0,vanille,bag,1.0,vanilla
15733,1755,,0.5,llait,,0.5,milk
15734,1755,cuillères à soupe,3.0,raisins secs,tablespoons,3.0,raisins
15735,1756,sachet,1.0,levure chimique,bag,1.0,baking powder
15736,1756,g,180.0,farine,g,180.0,flour
15737,1756,g,100.0,sucre,g,100.0,sugar
15738,1756,cl,20.0,crème fraîche,cl,20.0,sour cream
15739,1756,,2.0,oeufs,,2.0,eggs
15740,1757,sachet,1.0,levure chimique,bag,1.0,baking powder
15741,1757,g,130.0,beurre,g,130.0,butter
15742,1757,g,180.0,sucre en poudre,g,180.0,Powdered sugar
15743,1757,g,60.0,farine,g,60.0,flour
15744,1757,g,150.0,chocolat noir,g,150.0,dark chocolate
15745,1757,,3.0,pommes,,3.0,apples
15746,1757,,3.0,oeufs,,3.0,eggs
15747,1757,,10.0,cllait,,10.0,clait
15748,1758,cuillères à soupe,2.0,sucre en poudre,tablespoons,2.0,Powdered sugar
15749,1758,,1.0,pâte brisée,,1.0,shortcrust pastry
15750,1758,kg,1.0,abricot,kg,1.0,apricot
15751,1759,kg,2.05,sucre,kg,2.05,sugar
15752,1759,kg,4.1,cassis,kg,4.1,blackcurrant
15753,1759,feuilles,10.0,cassis,leaves,10.0,blackcurrant
15754,1760,sachet,0.5,levure,bag,0.5,yeast
15755,1760,g,125.0,beurre,g,125.0,butter
15756,1760,g,200.0,sucre,g,200.0,sugar
15757,1760,g,200.0,farine,g,200.0,flour
15758,1760,,4.0,oeufs,,4.0,eggs
15759,1761,g,100.0,sucre,g,100.0,sugar
15760,1761,cuillère à soupe,1.0,rhum,tablespoon,1.0,rum
15761,1761,gousse,1.0,vanille,pod,1.0,vanilla
15762,1761,g,150.0,sucre,g,150.0,sugar
15763,1761,,6.0,oeufs,,6.0,eggs
15764,1761,,1.0,llait,,1.0,milk
15765,1761,cl,5.0,eau,cl,5.0,water
15766,1762,,,sel,,,salt
15767,1762,,,beurre,,,butter
15768,1762,g,200.0,crème fraîche,g,200.0,sour cream
15769,1762,g,125.0,sucre,g,125.0,sugar
15770,1762,g,60.0,maïzena,g,60.0,cornflour
15771,1762,g,400.0,framboises,g,400.0,raspberries
15772,1762,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
15773,1762,,2.0,oeufs,,2.0,eggs
15774,1762,,2.0,jaunes d'oeuf,,2.0,egg yolks
15775,1762,,25.0,cllait,,25.0,clait
15776,1763,g,200.0,sucre en poudre,g,200.0,Powdered sugar
15777,1763,kg,1.0,prune,kg,1.0,plum
15778,1764,,,sel,,,salt
15779,1764,cuillères à soupe,2.0,huile de tournesol,tablespoons,2.0,sunflower oil
15780,1764,cuillères à soupe,3.0,sucre en poudre,tablespoons,3.0,Powdered sugar
15781,1764,g,250.0,farine,g,250.0,flour
15782,1764,,3.0,oeufs,,3.0,eggs
15783,1764,ml,400.0,eau,ml,400.0,water
15784,1765,sachet,1.0,levure chimique,bag,1.0,baking powder
15785,1765,cuillères à soupe,2.0,miel,tablespoons,2.0,Honey
15786,1765,g,100.0,beurre tendre,g,100.0,soft butter
15787,1765,g,200.0,sucre,g,200.0,sugar
15788,1765,g,500.0,farine,g,500.0,flour
15789,1765,,2.0,oeufs,,2.0,eggs
15790,1765,g,200.0,sucre,g,200.0,sugar
15791,1765,g,700.0,crème épaisse,g,700.0,thick cream
15792,1766,sachet,0.5,levure chimique,bag,0.5,baking powder
15793,1766,g,125.0,sucre,g,125.0,sugar
15794,1766,g,125.0,farine,g,125.0,flour
15795,1766,,4.0,oeufs,,4.0,eggs
15796,1766,g,100.0,sucre,g,100.0,sugar
15797,1766,g,250.0,beurre,g,250.0,butter
15798,1766,,2.0,jaunes d'oeuf,,2.0,egg yolks
15799,1766,sachet,0.5,sucre vanillé,bag,0.5,vanilla sugar
15800,1766,tasse,1.0,café,cup,1.0,coffee
15801,1767,gousse,1.0,vanille,pod,1.0,vanilla
15802,1767,g,45.0,maïzena,g,45.0,cornflour
15803,1767,g,75.0,sucre,g,75.0,sugar
15804,1767,,10.0,abricots,,10.0,apricots
15805,1767,,2.0,oeufs,,2.0,eggs
15806,1767,,0.5,llait,,0.5,milk
15807,1768,pincée,1.0,sel,pinch,1.0,salt
15808,1768,g,40.0,beurre,g,40.0,butter
15809,1768,cuillère à soupe,1.0,sucre en poudre,tablespoon,1.0,Powdered sugar
15810,1768,g,100.0,farine,g,100.0,flour
15811,1768,,2.0,oeufs,,2.0,eggs
15812,1768,,25.0,cllait,,25.0,clait
15813,1768,cuillère à soupe,1.0,grand-marnier,tablespoon,1.0,grand marnier
15814,1768,g,200.0,chocolat noir,g,200.0,dark chocolate
15815,1768,g,200.0,crème liquide,g,200.0,liquid cream
15816,1769,,1.0,pâte feuilletée,,1.0,puff pastry
15817,1769,,1.0,pâte sablée,,1.0,shortcrust pastry
15818,1769,,1.0,jaune d'oeuf,,1.0,egg yolk
15819,1769,g,80.0,beurre tendre,g,80.0,soft butter
15820,1769,g,60.0,sucre,g,60.0,sugar
15821,1769,g,60.0,amandes,g,60.0,almonds
15822,1769,cuillère à café,1.0,vanille,teaspoon,1.0,vanilla
15823,1769,cuillères à café,2.0,rhum,teaspoons,2.0,rum
15824,1769,g,80.0,sucre,g,80.0,sugar
15825,1769,g,40.0,farine,g,40.0,flour
15826,1769,,40.0,cllait,,40.0,clait
15827,1769,gouttes,4.0,arôme amande amère,drops,4.0,bitter almond aroma
15828,1769,,3.0,jaunes d'oeuf,,3.0,egg yolks
15829,1770,,3.0,noisettes beurre,,3.0,hazelnut butter
15830,1770,,2.0,demis rhum,,2.0,half rum
15831,1770,,3.0,demis huile,,3.0,half oil
15832,1770,g,125.0,sucre,g,125.0,sugar
15833,1770,sachet,1.0,levure,bag,1.0,yeast
15834,1770,g,125.0,farine,g,125.0,flour
15835,1770,,3.0,pommes,,3.0,apples
15836,1770,,3.0,oeufs,,3.0,eggs
15837,1771,g,50.0,noix de coco rapée,g,50.0,grated coconut
15838,1771,,1.0,rhum,,1.0,rum
15839,1771,cuillère à café,1.0,vanille,teaspoon,1.0,vanilla
15840,1771,boîte,1.0,lait concentré sucré,box,1.0,sweetened condensed milk
15841,1771,boîte,1.0,lait de coco,box,1.0,coconut milk
15842,1771,boîte,1.0,lait concentré non sucré,box,1.0,unsweetened condensed milk
15843,1771,,3.0,oeufs,,3.0,eggs
15844,1771,,0.5,citron vert,,0.5,lime
15845,1771,,,caramel,,,caramel
15846,1771,,,cannelle,,,cinnamon
15847,1772,cl,25.0,bière,cl,25.0,beer
15848,1772,cuillères à soupe,2.0,rhum,tablespoons,2.0,rum
15849,1772,cuillères à soupe,2.0,huile,tablespoons,2.0,oil
15850,1772,,,sel,,,salt
15851,1772,g,500.0,farine,g,500.0,flour
15852,1772,,6.0,oeufs,,6.0,eggs
15853,1772,,50.0,cllait,,50.0,clait
15854,1773,g,200.0,sucre semoule,g,200.0,granulated sugar
15855,1773,g,250.0,pâte brisée,g,250.0,shortcrust pastry
15856,1773,g,800.0,quetsche,g,800.0,plum
15857,1773,,,prune,,,plum
15858,1773,g,50.0,semoule,g,50.0,semolina
15859,1773,sachet,1.0,cannelle,bag,1.0,cinnamon
15860,1774,cuillère à soupe,1.0,fécule de maïs,tablespoon,1.0,cornstarch
15861,1774,g,150.0,sucre semoule,g,150.0,granulated sugar
15862,1774,,1.0,pâte sablée,,1.0,shortcrust pastry
15863,1774,,4.0,citrons,,4.0,lemons
15864,1774,,3.0,oeufs,,3.0,eggs
15865,1774,blancs,2.0,d'oeuf,whites,2.0,egg
15866,1775,,,sucre roux,,,brown sugar
15867,1775,,8.0,pêches,,8.0,peaches
15868,1775,,,sucre vanillé,,,vanilla sugar
15869,1775,pincée,1.0,sel,pinch,1.0,salt
15870,1775,g,120.0,beurre,g,120.0,butter
15871,1775,g,50.0,sucre,g,50.0,sugar
15872,1775,g,150.0,farine,g,150.0,flour
15873,1775,,1.0,jaune d'oeuf,,1.0,egg yolk
15874,1775,cuillères à soupe,3.0,amandes,tablespoons,3.0,almonds
15875,1776,sachets,2.0,levure chimique,bags,2.0,baking powder
15876,1776,g,300.0,beurre,g,300.0,butter
15877,1776,g,450.0,sucre en poudre,g,450.0,Powdered sugar
15878,1776,kg,1.0,farine,kg,1.0,flour
15879,1776,,4.0,oeufs,,4.0,eggs
15880,1777,,,beurre,,,butter
15881,1777,sachet,1.0,levure,bag,1.0,yeast
15882,1777,pot,0.5,huile,jar,0.5,oil
15883,1777,pots,2.0,sucre,pots,2.0,sugar
15884,1777,pots,3.0,farine,pots,3.0,flour
15885,1777,,2.0,yaourts,,2.0,yogurts
15886,1778,cl,30.0,huile de friture,cl,30.0,frying oil
15887,1778,pot,1.0,mielliquide,jar,1.0,liquid honey
15888,1778,,,vermicelles,,,vermicelli
15889,1778,g,400.0,farine,g,400.0,flour
15890,1778,g,150.0,beurre,g,150.0,butter
15891,1778,g,200.0,sucre,g,200.0,sugar
15892,1778,,5.0,oeufs,,5.0,eggs
15893,1779,"cuillère à soupe, gros",1.0,sel,"tablespoon, large",1.0,salt
15894,1779,cl,5.0,vinaigre de vin,cl,5.0,wine vinegar
15895,1779,,1.0,llait entier,,1.0,whole milk
15896,1779,gousse,1.0,ail,pod,1.0,garlic
15897,1780,cuillère à café,1.0,sel,teaspoon,1.0,salt
15898,1780,cuillère à café,1.0,levure de boulanger sèche,teaspoon,1.0,dry baker's yeast
15899,1780,g,350.0,farine,g,350.0,flour
15900,1780,g,150.0,semoule fine,g,150.0,fine semolina
15901,1780,ml,200.0,eau,ml,200.0,water
15902,1780,ml,200.0,eau,ml,200.0,water
15903,1780,g,100.0,huile d'olive,g,100.0,olive oil
15904,1780,g,100.0,beurre,g,100.0,butter
15905,1780,,,semoule fine,,,fine semolina
15906,1780,g,150.0,semoule fine,g,150.0,fine semolina
15907,1780,,,beurre,,,butter
15908,1781,g,300.0,chocolat NESTLÉ DESSERT noir,g,300.0,NESTLE DESSERT dark chocolate
15909,1781,,1.0,pâte feuilletée,,1.0,puff pastry
15910,1781,ml,300.0,crème fraîche liquide,ml,300.0,liquid fresh cream
15911,1782,g,80.0,sucre,g,80.0,sugar
15912,1782,g,30.0,farine,g,30.0,flour
15913,1782,,50.0,cllait,,50.0,clait
15914,1782,,2.0,oeufs,,2.0,eggs
15915,1783,cuillère à soupe,1.0,huile de tournesol,tablespoon,1.0,sunflower oil
15916,1783,g,25.0,sucre de canne,g,25.0,cane sugar
15917,1783,cuillère à soupe,1.0,mielliquide,tablespoon,1.0,liquid honey
15918,1783,cuillères à soupe,3.0,sésame,tablespoons,3.0,sesame
15919,1783,g,250.0,flocons d'avoine,g,250.0,oat flakes
15920,1783,g,50.0,noix de pécan,g,50.0,pecan nuts
15921,1783,g,30.0,quinoa,g,30.0,quinoa
15922,1783,g,100.0,compote,g,100.0,compote
15923,1783,cuillère à soupe,1.0,cacao,tablespoon,1.0,cocoa
15924,1784,,,chocolat,,,chocolate
15925,1784,cuillère à café,1.0,huile de tournesol,teaspoon,1.0,sunflower oil
15926,1784,cuillère à café,1.0,levure,teaspoon,1.0,yeast
15927,1784,cuillère à café,1.0,sucre de canne,teaspoon,1.0,cane sugar
15928,1784,cuillères à café,2.0,sucre glace,teaspoons,2.0,icing sugar
15929,1784,cuillères à café,3.0,farine,teaspoons,3.0,flour
15930,1784,cuillères à café,4.0,lait,teaspoons,4.0,milk
15931,1785,,,sel,,,salt
15932,1785,sachet,1.0,levure chimique,bag,1.0,baking powder
15933,1785,g,65.0,beurre doux,g,65.0,sweet butter
15934,1785,g,30.0,sucre semoule,g,30.0,granulated sugar
15935,1785,g,250.0,farine,g,250.0,flour
15936,1785,,2.0,oeufs,,2.0,eggs
15937,1785,,30.0,cllait,,30.0,clait
15938,1786,paquet,1.0,spéculoos,pack,1.0,speculoos
15939,1786,"g, blanc",300.0,fromage,"g, white",300.0,cheese
15940,1786,g,300.0,fraises,g,300.0,strawberries
15941,1787,g,150.0,farine,g,150.0,flour
15942,1787,g,75.0,sucre,g,75.0,sugar
15943,1787,,3.0,bananes,,3.0,bananas
15944,1787,,2.0,oeufs,,2.0,eggs
15945,1788,g,60.0,sucre,g,60.0,sugar
15946,1788,g,75.0,farine,g,75.0,flour
15947,1788,"grosse, boîte",1.0,abricot,"big, box",1.0,apricot
15948,1788,cuillères à soupe,2.0,amandes,tablespoons,2.0,almonds
15949,1788,cuillère à café,1.0,arôme amande amère,teaspoon,1.0,bitter almond aroma
15950,1788,,3.0,oeufs,,3.0,eggs
15951,1788,,30.0,cllait,,30.0,clait
15952,1789,pincée,1.0,sucre,pinch,1.0,sugar
15953,1789,pincée,1.0,sel,pinch,1.0,salt
15954,1789,g,45.0,beurre doux,g,45.0,sweet butter
15955,1789,g,55.0,farine,g,55.0,flour
15956,1789,,5.0,cllait,,5.0,clait
15957,1789,cl,5.0,eau,cl,5.0,water
15958,1789,,2.0,oeufs,,2.0,eggs
15959,1789,g,50.0,farine,g,50.0,flour
15960,1789,g,40.0,beurre demi-sel,g,40.0,semi-salted butter
15961,1789,g,50.0,cassonade,g,50.0,brown sugar
15962,1790,cuillère à soupe,1.0,maïzena,tablespoon,1.0,cornflour
15963,1790,g,150.0,sucre,g,150.0,sugar
15964,1790,g,350.0,pâte brisée,g,350.0,shortcrust pastry
15965,1790,kg,1.0,rhubarbe,kg,1.0,rhubarb
15966,1790,,1.0,oeuf,,1.0,egg
15967,1790,cl,20.0,crème,cl,20.0,cream
15968,1790,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
15969,1790,pointe,,levure,savory,,yeast
15970,1790,g,50.0,sucre,g,50.0,sugar
15971,1790,blancs,2.0,d'oeuf,whites,2.0,egg
15972,1791,g,75.0,farine,g,75.0,flour
15973,1791,g,100.0,sucre,g,100.0,sugar
15974,1791,g,100.0,beurre,g,100.0,butter
15975,1791,g,200.0,chocolat,g,200.0,chocolate
15976,1791,,3.0,oeufs,,3.0,eggs
15977,1792,morceaux,15.0,sucre,pieces,15.0,sugar
15978,1792,g,75.0,sucre en poudre,g,75.0,Powdered sugar
15979,1792,,0.5,llait,,0.5,milk
15980,1792,,3.0,oeufs,,3.0,eggs
15981,1792,sachets,2.0,sucre vanillé,bags,2.0,vanilla sugar
15982,1793,,,muscade,,,nutmeg
15983,1793,cuillère à café,1.0,levure,teaspoon,1.0,yeast
15984,1793,g,100.0,sucre roux,g,100.0,brown sugar
15985,1793,g,100.0,beurre,g,100.0,butter
15986,1793,g,250.0,farine,g,250.0,flour
15987,1793,g,100.0,amandes en poudre,g,100.0,ground almonds
15988,1793,,1.0,oeuf,,1.0,egg
15989,1793,,1.0,jaune d'oeuf,,1.0,egg yolk
15990,1793,,,cannelle,,,cinnamon
15991,1794,cl,5.0,rhum,cl,5.0,rum
15992,1794,g,200.0,chocolat noir,g,200.0,dark chocolate
15993,1794,cuillère à soupe,1.0,extrait de café,tablespoon,1.0,coffee extract
15994,1794,g,150.0,beurre,g,150.0,butter
15995,1794,g,40.0,farine,g,40.0,flour
15996,1794,g,310.0,sucre en poudre,g,310.0,Powdered sugar
15997,1794,,6.0,oeufs,,6.0,eggs
15998,1794,g,160.0,amandes en poudre,g,160.0,ground almonds
15999,1794,g,200.0,crème,g,200.0,cream
16000,1794,cl,75.0,eau,cl,75.0,water
16001,1795,cuillères à soupe,4.0,sucre,tablespoons,4.0,sugar
16002,1795,"g, blanc",150.0,riz,"g, white",150.0,rice
16003,1795,,80.0,cllait,,80.0,clait
16004,1795,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
16005,1795,zeste,,citron,zest,,lemon
16006,1796,,6.0,clliqueur,,6.0,clicker
16007,1796,g,40.0,farine,g,40.0,flour
16008,1796,g,150.0,sucre,g,150.0,sugar
16009,1796,g,125.0,beurre demi-sel,g,125.0,semi-salted butter
16010,1796,g,100.0,amandes en poudre,g,100.0,ground almonds
16011,1796,,3.0,oeufs,,3.0,eggs
16012,1796,g,100.0,sucre glace,g,100.0,icing sugar
16013,1796,,3.0,clliqueur,,3.0,clicker
16014,1797,cuillère à café,1.0,rase levure chimique,teaspoon,1.0,level baking powder
16015,1797,g,80.0,farine,g,80.0,flour
16016,1797,g,30.0,mielliquide,g,30.0,liquid honey
16017,1797,g,30.0,crème fraîche,g,30.0,sour cream
16018,1797,g,200.0,sucre roux,g,200.0,brown sugar
16019,1797,g,170.0,beurre,g,170.0,butter
16020,1797,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
16021,1797,,4.0,oeufs,,4.0,eggs
16022,1797,g,130.0,noisettes,g,130.0,hazelnuts
16023,1798,g,100.0,farine,g,100.0,flour
16024,1798,sachet,1.0,levure,bag,1.0,yeast
16025,1798,cuillères à soupe,2.0,huile,tablespoons,2.0,oil
16026,1798,g,150.0,sucre,g,150.0,sugar
16027,1798,g,500.0,rhubarbe,g,500.0,rhubarb
16028,1798,,2.0,oeufs,,2.0,eggs
16029,1798,,15.0,cllait,,15.0,clait
16030,1799,g,100.0,sucre,g,100.0,sugar
16031,1799,g,125.0,farine,g,125.0,flour
16032,1799,g,125.0,beurre,g,125.0,butter
16033,1799,g,400.0,prune,g,400.0,plum
16034,1800,g,80.0,sucre,g,80.0,sugar
16035,1800,,1.0,pâte sablée,,1.0,shortcrust pastry
16036,1800,,8.0,nectarines,,8.0,nectarines
16037,1800,g,60.0,amandes en poudre,g,60.0,ground almonds
16038,1800,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
16039,1801,cuillère à soupe,1.0,extrait de vanille liquide,tablespoon,1.0,liquid vanilla extract
16040,1801,g,200.0,beurre,g,200.0,butter
16041,1801,sachet,1.0,levure chimique,bag,1.0,baking powder
16042,1801,g,220.0,sucre de canne,g,220.0,cane sugar
16043,1801,g,400.0,farine de blé,g,400.0,wheat flour
16044,1801,,4.0,oeufs,,4.0,eggs
16045,1801,,,colorant alimentaire,,,food coloring
16046,1801,g,200.0,sucre glace,g,200.0,icing sugar
16047,1801,cuillère à café,1.0,extrait de vanille liquide,teaspoon,1.0,liquid vanilla extract
16048,1801,g,250.0,mascarpone,g,250.0,mascarpone
16049,1801,g,70.0,crème liquide,g,70.0,liquid cream
16050,1801,g,500.0,pâte à sucre blanche Vahiné,g,500.0,Vahiné white sugar paste
16051,1801,,,Poudre dorée,,,Golden powder
16052,1801,g,20.0,pâte à sucre,g,20.0,sugar paste
16053,1802,g,60.0,beurre,g,60.0,butter
16054,1802,g,90.0,sucre,g,90.0,sugar
16055,1802,,,pâte feuilletée,,,puff pastry
16056,1802,,2.0,oeufs,,2.0,eggs
16057,1802,,5.0,pommes,,5.0,apples
16058,1803,g,40.0,sucre roux,g,40.0,brown sugar
16059,1803,g,180.0,chocolat,g,180.0,chocolate
16060,1803,g,125.0,beurre,g,125.0,butter
16061,1803,g,140.0,farine,g,140.0,flour
16062,1803,,1.0,oeuf,,1.0,egg
16063,1803,cuillère à café,1.0,arôme vanille,teaspoon,1.0,vanilla flavor
16064,1804,g,100.0,beurre,g,100.0,butter
16065,1804,g,250.0,farine de blé,g,250.0,wheat flour
16066,1804,cuillère à soupe,0.5,gingembre,tablespoon,0.5,ginger
16067,1804,cuillère à soupe,0.5,levure chimique,tablespoon,0.5,baking powder
16068,1804,pincées,2.0,sel,pinched,2.0,salt
16069,1804,cuillère,1.0,rhum,spoon,1.0,rum
16070,1804,g,125.0,miel,g,125.0,Honey
16071,1804,cuillère à soupe,0.5,citron,tablespoon,0.5,lemon
16072,1804,cuillère à soupe,0.5,cannelle,tablespoon,0.5,cinnamon
16073,1804,g,85.0,cassonade,g,85.0,brown sugar
16074,1805,cl,10.0,crème fraîche,cl,10.0,sour cream
16075,1805,pincée,1.0,sel,pinch,1.0,salt
16076,1805,g,150.0,sucre en poudre,g,150.0,Powdered sugar
16077,1805,g,200.0,beurre tendre,g,200.0,soft butter
16078,1805,g,400.0,farine,g,400.0,flour
16079,1805,kg,1.0,prune,kg,1.0,plum
16080,1805,,3.0,jaunes d'oeuf,,3.0,egg yolks
16081,1805,blanc,1.0,d'oeuf,white,1.0,egg
16082,1805,cuillère à café,1.0,lait,teaspoon,1.0,milk
16083,1806,pincée,1.0,sel,pinch,1.0,salt
16084,1806,sachet,0.5,levure chimique,bag,0.5,baking powder
16085,1806,g,80.0,farine,g,80.0,flour
16086,1806,g,80.0,sucre,g,80.0,sugar
16087,1806,,4.0,oeufs,,4.0,eggs
16088,1806,sachet,0.5,sucre vanillé,bag,0.5,vanilla sugar
16089,1806,feuilles,6.0,gélatine,leaves,6.0,gelatin
16090,1806,g,100.0,sucre,g,100.0,sugar
16091,1806,g,500.0,framboises,g,500.0,raspberries
16092,1806,cl,40.0,crème liquide,cl,40.0,liquid cream
16093,1806,feuilles,3.0,gélatine,leaves,3.0,gelatin
16094,1806,g,300.0,framboises,g,300.0,raspberries
16095,1807,g,200.0,beurre,g,200.0,butter
16096,1807,g,100.0,sucre glace,g,100.0,icing sugar
16097,1807,g,300.0,chocolat pâtissier,g,300.0,baking chocolate
16098,1807,,5.0,jaunes d'oeuf,,5.0,egg yolks
16099,1807,paquet,1.0,petit beurre,pack,1.0,small butter
16100,1808,g,100.0,beurre,g,100.0,butter
16101,1808,g,60.0,sucre,g,60.0,sugar
16102,1808,sachet,1.0,levure de boulanger,bag,1.0,baker's yeast
16103,1808,pincée,1.0,sel,pinch,1.0,salt
16104,1808,g,300.0,farine,g,300.0,flour
16105,1808,,2.0,oeufs,,2.0,eggs
16106,1808,,50.0,cllait,,50.0,clait
16107,1809,g,100.0,chocolat noir,g,100.0,dark chocolate
16108,1809,g,100.0,sucre en poudre,g,100.0,Powdered sugar
16109,1809,,4.0,poires,,4.0,pears
16110,1809,,1.0,leau,,1.0,water
16111,1809,,,amandes effilées,,,flaked almonds
16112,1810,g,150.0,farine,g,150.0,flour
16113,1810,g,100.0,sucre en poudre,g,100.0,Powdered sugar
16114,1810,g,100.0,beurre,g,100.0,butter
16115,1810,,5.0,pommes,,5.0,apples
16116,1810,,4.0,poires,,4.0,pears
16117,1810,g,70.0,amandes en poudre,g,70.0,ground almonds
16118,1810,,0.5,jus de citron,,0.5,lemon juice
