id,title,url,rate,Tag1,Tag2,Tag3,Tag4,Tag5,difficulty,steps,budget,people,prep_time,cooking_time,total_time,images
1816,Tartare de thon rouge,https://www.marmiton.org/recettes/recette_tartare-de-thon-rouge_39279.aspx,4.8,entrée,entrée froide,tartare,,,facile,"[""Mélanger dans un saladier l'huile d'olive, le vinaigre balsamique, le jus de citron, et les herbes; saler et poivrer."", 'Couper avec un couteau tranchant (sans dents) le filet de thon en tout petits dés, puis les mélanger à la sauce dans le saladier.', 'Sur chacune des assiettes, former un petit cylindre de 2 cm de hauteur du mélange thon-sauce. Placer 1 h environ au frigo.', ""Au moment de servir, ajouter 1 jaune d'œuf sur le tartare et 1 cuillère à soupe de câpres."", ""Accompagner d'une salade verte, mâche ou roquette.""]",assez cher,4,15,0,15,['https://static.afcdn.com/relmrtn/lazyload.png']
1817,velouté petits pois - lardons,https://www.marmiton.org/recettes/recette_veloute-petits-pois-lardons_80563.aspx,4.7,entrée,entrée chaude,soupe,,,très facile,"[""Faire bouillir 1 L d'eau dans une casserole et y faire cuire les petits pois 6 min."", 'Pendant ce temps, faire revenir les lardons dans une petite poêle sans ajouter de matière grasse.', ""Une fois le tout cuit, mixer les petits pois, la moitié des lardons, la crème fraîche et 3 louches d'eau de cuisson."", 'Passer la préparation au chinois.', 'Porter le velouté à ébullition et ajouter le tapioca. Réduire le feu au minimum et laisser mijoter 7 min en remuant régulièrement.', 'Verser le contenu de la casserole dans 6 verrines et répartir le reste des lardons.']",bon marché,4,10,15,25,['https://static.afcdn.com/relmrtn/lazyload.png']
1818,Civet de sanglier facile,https://www.marmiton.org/recettes/recette_civet-de-sanglier-facile_231667.aspx,4.5,plat principal,viande,viande rôtie,,,facile,"['Dans un grand saladier, mettre le sanglier, les oignons coupés, le thym, le laurier le piment de Cayenne et le vin.', 'Bien mélanger le tout, couvrir et laisser mariner 2 jours dans le frigo.', ""Cuisson :\nÉgoutter la viande et les oignons, réserver la marinade.\nDans une cocotte mettre de l'huile d'olive et faire revenir les morceaux de viande."", ""Retirer les morceaux de viande, remettre un peu d'huile d'olive et faire revenir les oignons."", 'Ajouter les carottes.', 'Ajouter la viande aux oignons, saler, poivrer et ajouter la marinade.', 'Précuire les lardons dans une poêle pour les dégraisser.', 'Égoutter les lardons les ajouter au civet.', ""Diluer le cube de bouillon dans 50 cl d'eau chaud que l'on ajoute également au civet."", 'Cuire doucement à couvert pendant 1H30.', ""Mettre la farine dans un saladier, verser un peu d'eau tiède bien mélanger pour ne pas avoir de grumeaux."", 'Allonger avec le jus de cuisson et verser dans le civet.', 'Bien mélanger et laisser cuire encore 30 min à feu doux.']",moyen,4,20,230,250,"['https://assets.afcdn.com/recipe/20181017/82813_w314h314c1cx1857cy2455cxt0cyt0cxb3714cyb4910.webp', 'https://assets.afcdn.com/recipe/20121122/41204_w314h314c1cx256cy192.webp', 'https://assets.afcdn.com/recipe/20191104/101893_w314h314c1cx210cy172cxt0cyt0cxb420cyb344.webp']"
1819,Pâté de foie de porc,https://www.marmiton.org/recettes/recette_pate-de-foie-de-porc_12339.aspx,4.8,plat principal,viande,abats,,,moyenne,"['Parer soigneusement le foie, décoller la fine peau qui le recouvre et dénerver. Découper quelques belles lanières et couper le reste en dés ainsi que le lard. Peler et émincer les échalotes.', ""Passer le foie, le lard et les échalotes au mixer jusqu'à l'obtention d'une purée bien fine. couvrir et réserver au réfrigérateur."", 'Dans une jatte, battre les oeufs au fouet, ajouter le cognac, le cinq-épices et une pincée de thym en poudre.', ""Saler et poivrer. Incorporer le hachis foie-lard-échalotes et mélanger soigneusement. Rectifier l'assaisonnement."", 'Dans une terrine, mettre une crépine et verser la moitié du hachis, disposer par-dessus les lamelles de foie et finir de remplir avec le reste du hachis. Recouvrir avec de la crépine.', ""Fermer hermétiquement la terrine en lutant le couvercle avec un boudin de pâte fait avec 1 c à soupe de farine et 1 c à soupe d'eau."", 'Faire cuire au bain-marie à four moyen préchauffé pendant 1 h 30 mn.', ""Rajouter éventuellement de l'eau chaude dans le bain-marie. Vérifier la cuisson en enfonçant la lame d'un couteau dans le pâté, elle doit ressortir sèche."", 'Sortir le moule du four, enlever le couvercle et laisser refroidir 30 mn puis placer au réfrigérateur pendant 6 heures avant de démouler.']",moyen,4,1,1,2,['https://static.afcdn.com/relmrtn/lazyload.png']
1820,Pizza aux 3 fromages,https://www.marmiton.org/recettes/recette_pizza-aux-3-fromages_31450.aspx,4.6,"pizza, tarte, quiche",pizza,,,,très facile,"['Etaler la pâte à pizza dans un plat à tarte, la piquer avec une fourchette, étaler le coulis de tomate sur la pâte.', 'Découper des rondelles de fromage de chèvre et de mozzarella, découper aussi de fines tranches de roquefort.', 'Placer le fromage en alternance (une tranche de fromage de chèvre, une de mozzarella, une de roquefort).', 'Couvrir de gruyère râpé.', 'Saler et poivrer selon les goûts.', 'Mettre au four à Thermostat 7 (210°C), pendant 1/2 heure et plus si nécessaire.']",bon marché,4,10,30,40,"['https://assets.afcdn.com/recipe/20160926/5624_w314h314c1cx1872cy2808.webp', 'https://assets.afcdn.com/recipe/20160915/5623_w314h314c1cx2000cy3000.webp', 'https://assets.afcdn.com/recipe/20120315/1614_w314h314c1cx256cy192.webp']"
1821,Moules au vin blanc,https://www.marmiton.org/recettes/recette_moules-au-vin-blanc_26564.aspx,4.8,plat principal,fruits de mer,moules,,,très facile,"[""Nettoyer les moules en les frottant soigneusement sous l'eau froide."", ""Emincer finement les oignons et les faire fondre dans le beurre. Lorsque l'oignon est tendre, ajouter les moules, le bouquet garni et mouiller de vin blanc."", ""Couvrir et laisser cuire à feu vif jusqu'à ce que les moules s'ouvrent. Ne pas hésiter à les secouer un peu.""]",bon marché,4,10,7,17,"['https://assets.afcdn.com/recipe/20200907/113859_w314h314c1cx2880cy1920cxt0cyt0cxb5760cyb3840.webp', 'https://assets.afcdn.com/recipe/20200907/113860_w314h314c1cx1920cy2880cxt0cyt0cxb3840cyb5760.webp', 'https://assets.afcdn.com/recipe/20130407/11203_w314h314c1cx256cy192.webp']"
1822,Filet mignon séché,https://www.marmiton.org/recettes/recette_filet-mignon-seche_228596.aspx,4.2,,,,,,facile,"['Inspiré de la recette de magret de canard séché de Marielle (19ème rencontre Marmiton), la préparation est tout aussi simple : faire ""tremper"" le filet mignon dans du gros sel parfumé au thym dans une boîte hermétique et au réfrigérateur pendant 36 heures, le rincer et bien le sécher avant de le poivrer et de le rouler bien serré dans un torchon.', ""L'oublier pendant 3 semaines dans le bac à légumes du réfrigérateur et déguster en fines tranches : résultat très tendre."", 'Un grand merci à Marielle qui titille agréablement nos papilles tout en nous faisant faire des économies !!!']",bon marché,4,10,0,10,['https://static.afcdn.com/relmrtn/lazyload.png']
1823,pâté de poulet,https://www.marmiton.org/recettes/recette_pate-de-poulet_21648.aspx,4,entrée,entrée froide,"terrine, pâté",,,très facile,"[""Faire revenir dans l'huile le poulet nettoyé avec ses abats dans une cocotte sur le feu."", ""Rajouter les 2 oignons coupés finement, l'ail, le persil haché, les 2 tomates entières et pelées, le thym, le laurier le romarin (ou à défaut une cuillère à café de fines herbes) le sel poivre."", ""Laisser mijoter un peu et couvrir le tout d' un litre d'eau pendant 20 à 25 mn ; dès que le tout est réduit désosser le poulet le passer au mixer avec ses abats et ses ingrédients."", 'Tapisser un moule à cake de papier aluminium, y verser la préparation et recouvrir le tout avec le reste du papier alu.  Mettre au frigo et servir en tranches quelques heures après.', ""À accompagner d'une salade ou macédoine.""]",bon marché,4,20,50,70,['https://static.afcdn.com/relmrtn/lazyload.png']
1824,"Terrine de légumes (carotte, courgette, brocoli)",https://www.marmiton.org/recettes/recette_terrine-de-legumes-carotte-courgette-brocoli_38155.aspx,4.5,entrée,entrée froide,"terrine, pâté",,,facile,"['Couper les carottes et les courgettes en longueur.', ""Faire cuire les carottes et les brocolis à l'eau et ébouillanter les courgettes."", 'Battre les oeufs avec la crème, saler, poivrer et ajouter du piment selon votre goût.', 'Dans un plat à cake, disposer du papier cuisson.', 'Au fond du plat, étaler un peu de la crème. Mettre les courgettes en tassant bien, remettre une couche de crème, mettre les carottes en serrant bien, remettre de la crème et étaler les brocolis.', 'Recouvrir du restant de crème. Fermer le papier cuisson sur le dessus et enfourner à four moyen pendant une bonne heure, au bain marie.', 'Mettre au réfrigérateur une nuit.', ""Servir avec une mayonnaise allégée d'un demi-yaourt, ou d'une sauce tomate relevée.""]",bon marché,4,30,1,31,['https://static.afcdn.com/relmrtn/lazyload.png']
1825,Salade Landaise (la vraie !),https://www.marmiton.org/recettes/recette_salade-landaise-la-vraie_10680.aspx,4.9,,,,,,moyenne,"['Pour 1 assiette :', '- Mettez dans une grande assiette quelques feuilles de frisée.', '- Placez au centre 1 ou 2 tranches de foie gras de canard.', '- Autour, disposez 1 jolie tranche de jambon de Bayonne roulée, 5 ou 6 belles asperges blanches, 5 tranches de magret de canard fumé, une poignée de maïs, et une belle tomate coupée en fines tranches.', '- Dans une poêle, jetez 2 gésiers coupés en morceaux. 2 minutes après, rajoutez dans la poêle une demi-poignée de pignons.', ""- Versez le tout dans l'assiette. Assaisonnez. Servez aussitôt.""]",moyen,4,20,5,25,"['https://assets.afcdn.com/recipe/20150727/10779_w314h314c1cx1250cy1875.webp', 'https://assets.afcdn.com/recipe/20130825/10778_w314h314c1cx1632cy1224.webp', 'https://assets.afcdn.com/recipe/20120510/10777_w314h314c1cx750cy1125.webp']"
1826,Wrap au saumon fumé,https://www.marmiton.org/recettes/recette_wrap-au-saumon-fume_229794.aspx,4.8,plat principal,,,,,très facile,"['Tartiner les tortillas de blé avec le fromage frais.', ""Parsemer d'aneth."", 'Répartir le saumon fumé sur toute la surface.', 'Ajouter la salade, les tomates.', 'Saler, poivrer', 'Rouler très serré le wrap et le mettre dans du film étirable.', 'Réserver au frais, servir.']",moyen,4,10,0,10,['https://static.afcdn.com/relmrtn/lazyload.png']
1827,Bagels : la meilleure recette,https://www.marmiton.org/recettes/recette_bagels_12117.aspx,4.5,accompagnement,sandwich,bagel,,,moyenne,"[""Dissoudre la levure dans 25 cl d'eau et ajouter l'huile."", 'Mélanger le sel, le sucre et la farine et creuser un puits au milieu.', 'Ajouter la levure et la farine petit à petit afin de constituer une pâte.', ""Travailler la pâte jusqu'à ce qu'elle se décolle des parois du saladier. Pétrir 10 min et former une boule. Placer dans un endroit tiède, couvrir d'une serviette humide et laisser lever la pâte pendant 30 à 40 min."", ""Couvrir deux plaques de papier sulfurisé. Une fois que la pâte a suffisamment levé,la malaxer de nouveau 10 min et la diviser en 12 ou 24 parts. Les rouler en petites boules compactes, percer un trou au centre avec le doigt et l'élargir jusqu'a ce que la pâte prenne la forme d'un beignet."", ""Les disposer sur la plaque, recouvrir d'une serviette humide et laisser reposer 15 min."", 'Préchauffer le four à 200°C (thermostat 6/7).', ""Entre temps, faire frémir une casserole d'eau. Plonger les bagels dans l'eau frémissante pendant 1 min de chaque côté, les égoutter et les disposer sur la plaque du four. Les laisser refroidir 5 min."", ""Les badigeonner d'oeuf et enfourner pendant 20 à 25 min ou jusqu'à ce qu'ils prennent une couleur dorée.""]",bon marché,4,1,25,26,['https://static.afcdn.com/relmrtn/lazyload.png']
1828,Salade russe,https://www.marmiton.org/recettes/recette_salade-russe_31370.aspx,4.4,salade,Salade de pomme de terre,,,,très facile,"['Faire cuire les pommes de terre, les carottes et les petits pois. Bien les égoutter.', 'Couper les pommes de terre et carottes en petits cubes, ajoutez les oeufs durs hachés, les petits pois, et la mayonnaise.', 'Bien mélanger le tout, ajoutez un peu de sel si nécessaire.', ""Servir la salade entourée d'olives.""]",bon marché,4,15,25,40,['https://static.afcdn.com/relmrtn/lazyload.png']
1829,Salade piémontaise,https://www.marmiton.org/recettes/recette_salade-piemontaise_50862.aspx,4.4,salade,Salade de pomme de terre,,,,facile,"[""Faire cuire les pommes de terre à l'eau de façon à ce qu'elles soient bien cuites mais encore un peu fermes puis les passer sous le jet d'eau froide afin qu'elles refroidissent."", 'Découper les tomates, le jambon et les pommes de terre en morceaux.', 'Ajouter les cornichons débités en petites rondelles.', 'Pour la sauce :', ""Faire une mayonnaise : mélanger le jaune d'oeuf et une cuillère à soupe de moutarde et faire monter la mayonnaise avec l'huile puis ajouter du vinaigre."", 'Prendre 2 cuillères à soupe de mayonnaise et les mélanger à la crème.', 'Ajouter du vinaigre selon votre convenance.', ""Découper en fins morceaux l'échalote et la mettre dans la sauce."", 'Saler et poivrer.', 'Mélanger la sauce à la salade préalablement préparée.', ""Si possible laisser les pommes de terre s'imbiber de sauce en laissant reposer un peu avant de déguster.""]",bon marché,4,20,0,20,"['https://assets.afcdn.com/recipe/20200907/113870_w314h314c1cx2880cy1920cxt0cyt0cxb5760cyb3840.webp', 'https://assets.afcdn.com/recipe/20200907/113871_w314h314c1cx1827cy2741cxt0cyt0cxb3655cyb5483.webp', 'https://assets.afcdn.com/recipe/20140826/43682_w314h314c1cx1024cy768.webp']"
1830,Boulettes de viande à la sauce tomate,https://www.marmiton.org/recettes/recette_boulettes-de-viande-a-la-sauce-tomate_21170.aspx,4,plat principal,viande,,,,facile,"[""Malaxez la viande avec l'oignon cuit et le jaune d'oeuf."", ""Façonnez des boulettes et faites-les cuire dans l'huile chaude pendant une dizaine de minutes."", ""Préparez la sauce : faites fondre les 2 autres oignons hachés dans l'huile avec le thym, du sel et du poivre. Ajoutez les tomates et laissez mijoter 15 minutes."", ""Emincez le poivron en lanières et découpez la courgette en cubes. Cuisez-les 5 minutes dans l'eau bouillante, égouttez et versez-les dans la sauce. Ajoutez les boulettes et poursuivez la cuisson 5 minutes."", 'Parsemez de persil haché.']",moyen,4,25,20,45,['https://static.afcdn.com/relmrtn/lazyload.png']
1831,les farçous de ma mamie,https://www.marmiton.org/recettes/recette_les-farcous-de-ma-mamie_41802.aspx,4.8,,,,,,facile,"[""Hacher l'oignon, l'ail, le persil, le lard et la chair à saucisse et mélanger le tout dans une terrine."", ""Tremper quelques minutes le pain dans le lait afin d'obtenir une consistance homogène et l'ajouter au mélange en émiettant le pain."", ""Faire cuire les blettes et en retirer le vert. Le hacher finement et l'ajouter également."", ""Ajouter ensuite les œufs et la farine. La pâte doit avoir la consistance d'une pâte à beignets."", ""Prélever une grosse cuillère à soupe de la préparation et la faire frire dans un mélange d'huile d'olive et d'huile de tournesol, 1 à 2 minutes par face."", '(Il est possible de rajouter les blancs de blettes ou encore des restes de viande, après avoir haché le tout)']",bon marché,4,25,3,28,['https://static.afcdn.com/relmrtn/lazyload.png']
1832,Salade de tomates concombres à la feta,https://www.marmiton.org/recettes/recette_salade-de-tomates-concombres-a-la-feta_81955.aspx,4.8,salade,salade de tomates,,,,très facile,"['Eplucher les concombres,les couper en carré et les mettre dans un saladier.', 'Couper les tomates en carré et les mettre avec les concombres.', 'Prendre la feta, la couper en carré et la mettre avec les légumes.', ""Mettre l'huile, le vinaigre, le sel et le poivre."", 'Mélanger et déguster.']",bon marché,4,10,0,10,['https://static.afcdn.com/relmrtn/lazyload.png']
1833,Mechouia (maroc),https://www.marmiton.org/recettes/recette_mechouia-maroc_31353.aspx,4.9,,,,,,très facile,"['Coupez les poivrons, pelez les tomates et coupez tout en dés.', ""Faites revenir l'ail dans 2 cuillères à soupe d'huile d'olive."", ""Rajoutez les poivrons et les tomates, puis les épices et laissez mijoter à feux moyen jusqu'à évaporation du jus."", 'Servir tiède ou froid.']",bon marché,4,30,20,50,['https://static.afcdn.com/relmrtn/lazyload.png']
1834,Soupe Miso,https://www.marmiton.org/recettes/recette_soupe-miso_17490.aspx,3.9,entrée,entrée chaude,soupe,,,très facile,"[""Faire chauffer l'huile dans une casserole sur feu moyen. Ajouter l'ail et les oignons et faire revenir à feu doux."", ""Ajouter le gingembre, les carottes et les champignons. Laisser cuire de 5 à 10 minutes jusqu'à ce que les légumes soient tendres."", ""Dissoudre le miso dans 100 ml d'eau et l'ajouter ainsi que l'eau restante aux légumes."", 'Faire cuire quelques minutes (attention, la soupe ne doit pas bouillir une fois le miso ajouté!) et servir.']",bon marché,4,15,20,35,['https://static.afcdn.com/relmrtn/lazyload.png']
1835,Salade d'épinards simplissime,https://www.marmiton.org/recettes/recette_salade-d-epinards-simplissime_39057.aspx,5,,,,,,très facile,"[""Dans un saladier, mettez les pousses d'épinard, versez dessus les copeaux de parmesan et les pignons de pin. Salez (3 bonnes pincées, mais vous pouvez saler au fur et à mesure et goûtez pour rectifier si vous craignez de trop saler)."", ""Puis arrosez d'huile d'olive (au moins 6 cuillères à soupe) et finissez par 3 cuillères à soupe de vinaigre balsamique."", ""Mélangez, goûtez pour rectifiez l'assaisonnement."", 'Servez et régalez vous.']",bon marché,4,5,0,5,['https://static.afcdn.com/relmrtn/lazyload.png']
1836,Salade de chou-fleur aux oeufs,https://www.marmiton.org/recettes/recette_salade-de-chou-fleur-aux-oeufs_25485.aspx,4.6,salade,Salade de chou,,,,facile,"['Couper le trognon du chou et les côtes trop épaisses des feuilles. Le détailler en bouquets.', ""Avec un verre d'eau et une pincée de sel, le faire cuire 4 minutes à la cocotte, à partir de la rotation de la soupape. Sortir le chou-fleur du panier et le laisser refroidir."", 'Laver et détailler les tomates et les 3 oeufs en quartiers. Les mélanger avec les bouquets de chou-fleur, les olives et le cerfeuil dans un saladier.', ""Préparer la vinaigrette en émulsionnant l'huile avec le vinaigre, la moutarde et le jus de citron. En arroser la salade."", 'Ecraser les 2 oeufs restants et les répartir sur la salade.']",moyen,4,15,20,35,['https://static.afcdn.com/relmrtn/lazyload.png']
1837,Velouté de potiron au Cookeo,https://www.marmiton.org/recettes/recette_veloute-de-potiron-au-cookeo_382913.aspx,5,entrée,entrée chaude,soupe,,,très facile,"['Coupez la chair du potiron en gros dés.', 'Hachez l’oignon au couteau sur une planche puis versez dans la cuve de votre Cookeo.', 'Faites-le revenir dans la cuve de votre Cookeo avec l’huile sur le mode « dorer » /  3 min + préchauffage en remuant constamment.', 'Ajoutez les dés de courge dans la cuve et ajoutez 75 cl d’eau. Lancez la cuisson sur le mode « cuisson sous pression » / 15 min.', 'Ajoutez la crème liquide, salez, poivrez et ajoutez de la muscade selon votre goût. Mixez au blender ou  au mixeur plongeur en veillant à ne pas rayer la cuve.', 'Au moment de servir, parsemez de persil ciselé.']",bon marché,4,20,15,35,['https://static.afcdn.com/relmrtn/lazyload.png']
1838,Tarte tomates sur lit d'oignons très simple,https://www.marmiton.org/recettes/recette_tarte-tomates-sur-lit-d-oignons-tres-simple_61404.aspx,4.8,"pizza, tarte, quiche",tarte salée,tarte à la tomate,,,facile,"['Préchauffer le four à 200°C (thermostat 6-7).', ""Couper les oignons en petits morceaux. Les faire suer avec un peu d'huile d'olive dans une casserole. Saler, poivrer et réserver."", 'Etaler la pâte feuilletée dans un plat à tarte.', 'Dans un saladier, battre les oeufs et ajouter la crème fraîche. Saler, poivrer et ajouter le basilic haché.', ""Mettre les oignons dans l'appareil. Mélanger et verser dans le plat à tarte."", 'Couper les tomates en rondelles et les déposer délicatement sur le mélange.', 'Enfourner pour 30 minutes de cuisson.', 'Ajouter quelques feuilles de basilic pour la déco !']",bon marché,4,10,30,40,['https://static.afcdn.com/relmrtn/lazyload.png']
1839,Salade marocaine,https://www.marmiton.org/recettes/recette_salade-marocaine_19845.aspx,4,,,,,,très facile,"['Lavez les légumes, épluchez les.', 'Détaillez les tomates en petits morceaux en gardant le jus et les pépins.', 'Coupez le concombre en dés (les plus petits possibles).', ""Hachez l'oignon très finement."", 'Préparez la sauce:', ""Faite une vinaigrette avec l'huile d'olive, le jus de citron et le sel."", 'Ajoutez du cumin et du paprika.', 'Mettez tous les légumes dans un plat creux, versez la quantité que vous jugez nécessaire de vinaigrette dessus et mélangez bien.', ""Mettez au réfrigérateur d'une part pour que les légumes s'imprègnent bien de la sauce et d'autre part car cette salade se sert assez froide."", 'Parsemez avant de servir de persil haché finement.']",bon marché,4,15,0,15,['https://static.afcdn.com/relmrtn/lazyload.png']
1840,Soupe de champignons,https://www.marmiton.org/recettes/recette_soupe-de-champignons_24874.aspx,4.7,entrée,entrée chaude,soupe,,,facile,"[""Dans une cocotte, faire revenir dans un peu de beurre : les champignons, les pommes de terres, l'oignon émincé et l'ail émincé."", 'Laisser revenir quelques minutes pour faire ""suer"" les champignons en remuant bien.', ""Une fois le tout revenu, mettre un peu plus d'eau que le niveau de légumes et laisser frémir à feu doux en mélangeant de temps en temps."", 'Ajouter sel, poivre, muscade et persil ainsi que le bouillon émietté.', 'Une fois la soupe cuite, ajouter la crème mélanger et mixer la soupe.', 'Servir chaud.']",bon marché,4,15,25,40,"['https://assets.afcdn.com/recipe/20200227/108382_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20200227/108381_w314h314c1cx540cy960cxt0cyt0cxb1080cyb1920.webp', 'https://assets.afcdn.com/recipe/20160404/36766_w314h314c1cx1500cy1288.webp']"
1841,Salade à 8 étages,https://www.marmiton.org/recettes/recette_salade-a-8-etages_50352.aspx,5,,,,,,très facile,"[""Mettre les ingrédients par couches successives dans l'ordre donné dans un saladier transparent sans décongeler les petits pois."", ""Couvrir d'un film plastique et mettre au réfrigérateur la veille pour le midi ou le matin pour le soir.""]",bon marché,4,30,10,40,"['https://assets.afcdn.com/recipe/20220519/132116_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.jpeg', 'https://assets.afcdn.com/recipe/20130526/60949_w314h314c1cx192cy256.webp', 'https://assets.afcdn.com/recipe/20130526/60950_w314h314c1cx192cy256.webp']"
1842,"Tarte aux aubergines, tomates et parmesan",https://www.marmiton.org/recettes/recette_tarte-aux-aubergines-tomates-et-parmesan_18348.aspx,4.6,"pizza, tarte, quiche",tarte salée,tarte à la tomate,,,très facile,"[""La pâte : mélanger rapidement avec la paume de la main la farine, le sel et l'huile avec le beurre ramolli en pommade.\nAjouter un trait d'eau, pour lier et rassembler la pâte en boule (si elle est trop collante, rectifier en ajoutant de la farine), et laisser reposer 1 h si possible."", ""Garniture : étaler la pâte dans un plat fariné, saupoudrer le fond de tarte de parmesan râpé, puis étaler la moitié des aubergines (même sorties du congélateur à l'instant!)."", ""Parsemer de la moitié des tomates et de mozzarella, saler, poivrer, et répéter une fois l'opération."", ""Terminer avec un filet d'huile sur l'ensemble, puis du parmesan."", 'Enfourner pendant 20 min à thermostat 6/7 (200°C), et servir tiède ou froide.']",bon marché,4,20,20,40,"['https://assets.afcdn.com/recipe/20170614/69388_w314h314c1cx3000cy2000.webp', 'https://assets.afcdn.com/recipe/20150504/14956_w314h314c1cx1250cy1875.webp', 'https://assets.afcdn.com/recipe/20100120/18725_w314h314c1cx192cy256.webp']"
1843,Œuf en gelée par Laurent Mariotte,https://www.marmiton.org/recettes/recette_oeuf-en-gelee-par-laurent-mariotte_530992.aspx,5,entrée,entrée froide,,,,facile,"['Faites ramollir les feuilles de gélatine dans un bol d’eau froide pendant 10 min.', 'Faites chauffer votre bouillon.\nEssorez les feuilles de gélatine et incorporez-les au bouillon chaud. Posez les brins d’estragon au fond des ramequins et couvrez-les de 5 mm de bouillon. Faites figer au réfrigérateur environ 1h.', 'Faites cuire les oeufs pendant 6 minutes à la vapeur et refroidissez-les dans une eau froide.', 'Quand la gelée s’est solidifiée, apposez les tranches de jambon contre les parois des ramequins, comme pour en faire le tour. Écalez les oeufs, disposez-les sur la gelée. Couvrez avec la totalité de la gelée froide mais encore liquide. Laissez prendre environ 4h au réfrigérateur.', 'Pour démouler, passez la lame d’un couteau autour du bord pour décoller la préparation. Trempez le fond des ramequins dans de l’eau bien chaude 10 secondes. Démoulez sur une assiette.']",bon marché,4,20,6,26,"['https://assets.afcdn.com/recipe/20210507/120170_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.png', 'https://assets.afcdn.com/recipe/20210507/120171_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.png']"
1844,Tarte aux épinards,https://www.marmiton.org/recettes/recette_tarte-aux-epinards_18992.aspx,4.8,,,,,,très facile,"['Préchauffer le four thermostat 7 (200°C).', 'Dérouler la pâte feuilletée et la mettre dans le moule. Piquer-la avec une fourchette.', 'Faire égoutter les épinards.', 'Puis les mettre dans un saladier, ajouter les œufs, la crème fraîche, le gruyère râpé sel et poivre.', 'Mettre la préparation obtenue dans le moule et parsemer de gruyère.', 'Faire cuire 25 à 30 min environ.', 'Bon appétit']",bon marché,4,10,30,40,"['https://assets.afcdn.com/recipe/20230630/143921_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20111025/37593_w314h314c1cx256cy192.webp', 'https://assets.afcdn.com/recipe/20121010/40456_w314h314c1cx256cy192.webp']"
1845,"Brick chèvre, miel et romarin",https://www.marmiton.org/recettes/recette_brick-chevre-miel-et-romarin_51481.aspx,4.8,entrée,"feuilleté, brick",brick,,,très facile,"['Préchauffez le four à 150°C (thermostat 5).', ""Etalez au pinceau l'equivalent de deux cuillères de miel sur toute la surface de la feuille de brick."", 'Parsemez de romarin, mettre un fromage de chèvre au milieu, remettre du romarin sur le fromage et pliez la feuille de brick.', 'Procedez de la même façon pour les autres bricks.', 'Disposez dans un plat (sans ajout de matière grasse) et enfournez 8 minutes en retournant à mi-cuisson.', ""Mangez chaud, accompagné d'une salade de jeunes pousses et d'épinard.""]",moyen,4,10,8,18,['https://static.afcdn.com/relmrtn/lazyload.png']
1846,Oeufs mimosas au thon,https://www.marmiton.org/recettes/recette_oeufs-mimosas-au-thon_47878.aspx,4.9,entrée,entrée chaude,oeufs cuits,,,très facile,"[""Faire cuire les 10 œufs 10 à 15 minutes dans l'eau bouillante pour obtenir des œufs durs."", 'Oter la coquille et les couper en 2 dans le sens de la longueur afin de faire deux petites parts pour chaque œuf.', 'Séparer les jaunes en 2 parts égales dans deux récipients différents.', ""Egoutter le thon et l'émietter avec les doigts."", ""Mélanger avec une fourchette en écrasant bien une partie des jaunes d'œufs avec le thon et de la mayonnaise."", 'Dresser les demi-œufs sur un plateau recouvert de feuilles de salade.', ""A l'aide d'une cuillère à café, disposer généreusement le mélange dans chaque demi-œuf."", ""Puis, pour finir, passer le reste des jaunes d'œufs au moulin à fromage pour en recouvrir les œufs."", 'Mettre le plat un peu au réfrigérateur et servir frais.']",bon marché,4,30,0,30,['https://static.afcdn.com/relmrtn/lazyload.png']
1847,Quiche aux blettes,https://www.marmiton.org/recettes/recette_quiche-aux-blettes_231328.aspx,4.7,,,,,,facile,"[""Laver les blettes, les couper et les cuire à l'autocuiseur 20 min. Bien égoutter les blettes."", 'Préchauffer le four à 180°C (thermostat 6).', 'Étaler la pâte dans un plat à tarte, mélanger la crème fraîche avec les œufs et les lardons.', 'Disposer les blettes sur la pâte, verser le mélange œufs/crème fraîche/lardons dessus.', 'Parsemer de gruyère râpé, enfourner 40 min environ selon votre four.']",bon marché,4,35,40,75,['https://static.afcdn.com/relmrtn/lazyload.png']
1848,Terrine de chevreuil,https://www.marmiton.org/recettes/recette_terrine-de-chevreuil_11979.aspx,4.2,entrée,entrée froide,"terrine, pâté",,,facile,"[""Le 'secret' de toute terrine est la quantité de sel et de poivre. Sachez qu'il faut 20g de sel et 2g de poivre par kilogramme de préparation."", ""Hachez la viande de chevreuil et la gorge de porc. Si vous avez un hachoir à main, terminez avec de la mie de pain pour bien vider le hachoir. Salez, poivrez, mélangez les oeufs et l'armagnac."", 'Disposez la préparation dans une terrine, disposez dessus le thym, le laurier et quelques grains de genièvre.', ""Mélangez la farine avec un peu d'eau pour former une pâte élastique. Déposez cette pâte sur le pourtours de la terrine, cette pâte servira de joint lors de la cuisson. Couvrez la terrine de son couvercle et placez au four au bain-marie 45 minutes minimum, à thermostat 7/8.""]",bon marché,4,30,45,75,['https://static.afcdn.com/relmrtn/lazyload.png']
